,taster_name,taster_twitter_handle,points
5726,Kerin O’Keefe,@kerinokeefe,90
5727,Matt Kettmann,@mattkettmann,90
5728,Virginie Boone,@vboone,90
5729,Virginie Boone,@vboone,90
5730,Sean P. Sullivan,@wawinereport,90
5731,Roger Voss,@vossroger,90
5732,Virginie Boone,@vboone,90
5733,Virginie Boone,@vboone,90
5734,Roger Voss,@vossroger,90
5735,Roger Voss,@vossroger,90
5736,Roger Voss,@vossroger,90
5737,Kerin O’Keefe,@kerinokeefe,90
5738,Matt Kettmann,@mattkettmann,90
5739,Matt Kettmann,@mattkettmann,90
5740,Virginie Boone,@vboone,90
5741,Kerin O’Keefe,@kerinokeefe,90
5742,Kerin O’Keefe,@kerinokeefe,90
5743,Jim Gordon,@gordone_cellars,90
5744,Matt Kettmann,@mattkettmann,90
5745,Anne Krebiehl MW,@AnneInVino,90
5746,Roger Voss,@vossroger,90
5747,Jim Gordon,@gordone_cellars,90
5748,Sean P. Sullivan,@wawinereport,90
5749,Joe Czerwinski,@JoeCz,90
5750,Sean P. Sullivan,@wawinereport,90
5751,Virginie Boone,@vboone,92
5752,Matt Kettmann,@mattkettmann,92
5753,Roger Voss,@vossroger,92
5754,Virginie Boone,@vboone,92
5755,Sean P. Sullivan,@wawinereport,92
5756,Jim Gordon,@gordone_cellars,92
5757,Matt Kettmann,@mattkettmann,92
5758,Virginie Boone,@vboone,92
5759,Matt Kettmann,@mattkettmann,92
5760,Matt Kettmann,@mattkettmann,92
5761,Jeff Jenssen,@worldwineguys,92
5762,Jim Gordon,@gordone_cellars,92
5763,Virginie Boone,@vboone,92
5764,Anne Krebiehl MW,@AnneInVino,92
5765,Anne Krebiehl MW,@AnneInVino,92
5766,Anne Krebiehl MW,@AnneInVino,92
5767,Roger Voss,@vossroger,92
5768,Michael Schachner,@wineschach,92
5769,Matt Kettmann,@mattkettmann,92
5770,Matt Kettmann,@mattkettmann,92
5771,Matt Kettmann,@mattkettmann,92
5772,Matt Kettmann,@mattkettmann,92
5773,Jim Gordon,@gordone_cellars,92
5774,Kerin O’Keefe,@kerinokeefe,92
5775,Kerin O’Keefe,@kerinokeefe,92
5776,Kerin O’Keefe,@kerinokeefe,92
5777,Matt Kettmann,@mattkettmann,92
5778,Kerin O’Keefe,@kerinokeefe,92
5779,Matt Kettmann,@mattkettmann,92
5780,Virginie Boone,@vboone,92
5781,Roger Voss,@vossroger,83
5782,Roger Voss,@vossroger,83
5783,Roger Voss,@vossroger,83
5784,Roger Voss,@vossroger,83
5785,Lauren Buzzeo,@laurbuzz,83
5786,Michael Schachner,@wineschach,83
5787,Michael Schachner,@wineschach,83
5788,Lauren Buzzeo,@laurbuzz,83
5789,Lauren Buzzeo,@laurbuzz,83
5790,Jim Gordon,@gordone_cellars,83
5791,Michael Schachner,@wineschach,83
5792,Virginie Boone,@vboone,83
5793,Lauren Buzzeo,@laurbuzz,83
5794,Roger Voss,@vossroger,83
5795,Lauren Buzzeo,@laurbuzz,83
5796,Virginie Boone,@vboone,83
5797,Lauren Buzzeo,@laurbuzz,83
5798,Michael Schachner,@wineschach,83
5799,Michael Schachner,@wineschach,83
5800,Michael Schachner,@wineschach,83
5801,Lauren Buzzeo,@laurbuzz,83
5802,Roger Voss,@vossroger,83
5803,Virginie Boone,@vboone,83
5804,Lauren Buzzeo,@laurbuzz,83
5805,Jim Gordon,@gordone_cellars,83
5806,Lauren Buzzeo,@laurbuzz,83
5807,Roger Voss,@vossroger,83
5808,Virginie Boone,@vboone,83
5809,Roger Voss,@vossroger,84
5810,Roger Voss,@vossroger,84
5811,Roger Voss,@vossroger,84
5812,Roger Voss,@vossroger,84
5813,Michael Schachner,@wineschach,84
5814,Roger Voss,@vossroger,84
5815,Roger Voss,@vossroger,84
5816,Michael Schachner,@wineschach,84
5817,Michael Schachner,@wineschach,84
5818,Roger Voss,@vossroger,84
5819,Michael Schachner,@wineschach,84
5820,Michael Schachner,@wineschach,84
5821,Michael Schachner,@wineschach,84
5822,Roger Voss,@vossroger,84
5823,Michael Schachner,@wineschach,84
5824,Michael Schachner,@wineschach,84
5825,Roger Voss,@vossroger,84
5826,Roger Voss,@vossroger,84
5827,Roger Voss,@vossroger,84
5828,Roger Voss,@vossroger,84
5829,Michael Schachner,@wineschach,84
5830,Michael Schachner,@wineschach,84
5831,,,88
5832,Roger Voss,@vossroger,88
5833,Roger Voss,@vossroger,88
5834,Roger Voss,@vossroger,88
5835,Jim Gordon,@gordone_cellars,88
5836,Kerin O’Keefe,@kerinokeefe,88
5837,Matt Kettmann,@mattkettmann,88
5838,Virginie Boone,@vboone,88
5839,Matt Kettmann,@mattkettmann,88
5840,Matt Kettmann,@mattkettmann,88
5841,Matt Kettmann,@mattkettmann,88
5842,Kerin O’Keefe,@kerinokeefe,88
5843,Jim Gordon,@gordone_cellars,88
5844,Sean P. Sullivan,@wawinereport,88
5845,Sean P. Sullivan,@wawinereport,88
5846,Sean P. Sullivan,@wawinereport,88
5847,Jim Gordon,@gordone_cellars,88
5848,Jim Gordon,@gordone_cellars,88
5849,Roger Voss,@vossroger,88
5850,Roger Voss,@vossroger,88
5851,Roger Voss,@vossroger,88
5852,Michael Schachner,@wineschach,88
5853,Roger Voss,@vossroger,88
5854,Roger Voss,@vossroger,88
5855,Roger Voss,@vossroger,88
5856,Roger Voss,@vossroger,88
5857,Roger Voss,@vossroger,88
5858,Roger Voss,@vossroger,88
5859,Roger Voss,@vossroger,88
5860,Roger Voss,@vossroger,88
5861,Kerin O’Keefe,@kerinokeefe,88
5862,Kerin O’Keefe,@kerinokeefe,88
5863,Virginie Boone,@vboone,88
5864,Virginie Boone,@vboone,88
5865,Roger Voss,@vossroger,88
5866,Roger Voss,@vossroger,88
5867,Joe Czerwinski,@JoeCz,88
5868,Paul Gregutt,@paulgwine ,88
5869,Virginie Boone,@vboone,88
5870,Virginie Boone,@vboone,88
5871,Virginie Boone,@vboone,88
5872,Virginie Boone,@vboone,88
5873,Virginie Boone,@vboone,88
5874,Roger Voss,@vossroger,88
5875,Michael Schachner,@wineschach,88
5876,Virginie Boone,@vboone,88
5877,Virginie Boone,@vboone,88
5878,Matt Kettmann,@mattkettmann,88
5879,Anna Lee C. Iijima,,88
5880,Virginie Boone,@vboone,88
5881,Sean P. Sullivan,@wawinereport,88
5882,Virginie Boone,@vboone,88
5883,Roger Voss,@vossroger,88
5884,Virginie Boone,@vboone,88
5885,Matt Kettmann,@mattkettmann,88
5886,Michael Schachner,@wineschach,88
5887,Virginie Boone,@vboone,88
5888,Matt Kettmann,@mattkettmann,88
5889,Virginie Boone,@vboone,88
5890,Anna Lee C. Iijima,,87
5891,Michael Schachner,@wineschach,82
5892,Michael Schachner,@wineschach,82
5893,Paul Gregutt,@paulgwine ,82
5894,,,82
5895,Michael Schachner,@wineschach,82
5896,Michael Schachner,@wineschach,82
5897,,,82
5898,,,82
5899,Paul Gregutt,@paulgwine ,82
5900,Michael Schachner,@wineschach,81
5901,Michael Schachner,@wineschach,81
5902,Michael Schachner,@wineschach,81
5903,Michael Schachner,@wineschach,81
5904,Roger Voss,@vossroger,81
5905,Michael Schachner,@wineschach,80
5906,Michael Schachner,@wineschach,80
5907,Michael Schachner,@wineschach,80
5908,Michael Schachner,@wineschach,80
5909,Michael Schachner,@wineschach,80
5910,Roger Voss,@vossroger,97
5911,Roger Voss,@vossroger,97
5912,,,95
5913,,,95
5914,Joe Czerwinski,@JoeCz,88
5915,Sean P. Sullivan,@wawinereport,88
5916,Virginie Boone,@vboone,88
5917,Kerin O’Keefe,@kerinokeefe,88
5918,Anna Lee C. Iijima,,88
5919,Matt Kettmann,@mattkettmann,88
5920,Virginie Boone,@vboone,88
5921,Sean P. Sullivan,@wawinereport,88
5922,Sean P. Sullivan,@wawinereport,88
5923,Kerin O’Keefe,@kerinokeefe,88
5924,Virginie Boone,@vboone,88
5925,Sean P. Sullivan,@wawinereport,88
5926,Sean P. Sullivan,@wawinereport,88
5927,Sean P. Sullivan,@wawinereport,88
5928,Virginie Boone,@vboone,88
5929,Sean P. Sullivan,@wawinereport,88
5930,Roger Voss,@vossroger,88
5931,Roger Voss,@vossroger,88
5932,Roger Voss,@vossroger,88
5933,Roger Voss,@vossroger,88
5934,Anna Lee C. Iijima,,88
5935,Anna Lee C. Iijima,,88
5936,Roger Voss,@vossroger,88
5937,Roger Voss,@vossroger,88
5938,Roger Voss,@vossroger,88
5939,Roger Voss,@vossroger,88
5940,Roger Voss,@vossroger,88
5941,Roger Voss,@vossroger,88
5942,Roger Voss,@vossroger,88
5943,Roger Voss,@vossroger,88
5944,,,84
5945,Paul Gregutt,@paulgwine ,84
5946,Roger Voss,@vossroger,84
5947,,,84
5948,Roger Voss,@vossroger,84
5949,Michael Schachner,@wineschach,84
5950,Michael Schachner,@wineschach,84
5951,Michael Schachner,@wineschach,84
5952,,,84
5953,,,84
5954,,,84
5955,Roger Voss,@vossroger,84
5956,Roger Voss,@vossroger,84
5957,Roger Voss,@vossroger,84
5958,Roger Voss,@vossroger,84
5959,Susan Kostrzewa,@suskostrzewa,84
5960,,,84
5961,,,83
5962,,,83
5963,,,83
5964,,,83
5965,,,83
5966,,,83
5967,Anne Krebiehl MW,@AnneInVino,87
5968,Roger Voss,@vossroger,87
5969,Kerin O’Keefe,@kerinokeefe,87
5970,Kerin O’Keefe,@kerinokeefe,87
5971,Kerin O’Keefe,@kerinokeefe,87
5972,Kerin O’Keefe,@kerinokeefe,87
5973,Jim Gordon,@gordone_cellars,87
5974,Kerin O’Keefe,@kerinokeefe,87
5975,Jim Gordon,@gordone_cellars,87
5976,Virginie Boone,@vboone,87
5977,Anne Krebiehl MW,@AnneInVino,87
5978,Joe Czerwinski,@JoeCz,87
5979,Michael Schachner,@wineschach,87
5980,Virginie Boone,@vboone,87
5981,Kerin O’Keefe,@kerinokeefe,87
5982,Michael Schachner,@wineschach,87
5983,Anne Krebiehl MW,@AnneInVino,87
5984,Jim Gordon,@gordone_cellars,87
5985,Kerin O’Keefe,@kerinokeefe,87
5986,Kerin O’Keefe,@kerinokeefe,87
5987,Virginie Boone,@vboone,87
5988,Kerin O’Keefe,@kerinokeefe,87
5989,Matt Kettmann,@mattkettmann,87
5990,Jeff Jenssen,@worldwineguys,87
5991,Kerin O’Keefe,@kerinokeefe,87
5992,Kerin O’Keefe,@kerinokeefe,87
5993,Michael Schachner,@wineschach,87
5994,Roger Voss,@vossroger,87
5995,Roger Voss,@vossroger,87
5996,Jeff Jenssen,@worldwineguys,87
5997,Virginie Boone,@vboone,90
5998,Jim Gordon,@gordone_cellars,90
5999,Kerin O’Keefe,@kerinokeefe,90
6000,Virginie Boone,@vboone,90
6001,Jim Gordon,@gordone_cellars,90
6002,Kerin O’Keefe,@kerinokeefe,90
6003,Jim Gordon,@gordone_cellars,90
6004,Virginie Boone,@vboone,90
6005,Michael Schachner,@wineschach,90
6006,Virginie Boone,@vboone,90
6007,Roger Voss,@vossroger,90
6008,Mike DeSimone,@worldwineguys,90
6009,Kerin O’Keefe,@kerinokeefe,90
6010,Matt Kettmann,@mattkettmann,90
6011,Virginie Boone,@vboone,90
6012,Matt Kettmann,@mattkettmann,90
6013,Roger Voss,@vossroger,90
6014,Paul Gregutt,@paulgwine ,90
6015,Kerin O’Keefe,@kerinokeefe,90
6016,Jim Gordon,@gordone_cellars,90
6017,Matt Kettmann,@mattkettmann,90
6018,Virginie Boone,@vboone,90
6019,Matt Kettmann,@mattkettmann,90
6020,Kerin O’Keefe,@kerinokeefe,90
6021,Michael Schachner,@wineschach,90
6022,Virginie Boone,@vboone,90
6023,Virginie Boone,@vboone,90
6024,Roger Voss,@vossroger,90
6025,Jim Gordon,@gordone_cellars,90
6026,Sean P. Sullivan,@wawinereport,90
6027,,,89
6028,Joe Czerwinski,@JoeCz,89
6029,,,89
6030,Michael Schachner,@wineschach,89
6031,,,89
6032,,,89
6033,,,89
6034,Michael Schachner,@wineschach,89
6035,,,89
6036,,,88
6037,,,88
6038,,,88
6039,,,88
6040,,,88
6041,Michael Schachner,@wineschach,88
6042,Joe Czerwinski,@JoeCz,88
6043,,,88
6044,,,88
6045,Michael Schachner,@wineschach,88
6046,,,88
6047,Joe Czerwinski,@JoeCz,88
6048,,,88
6049,,,88
6050,,,88
6051,Michael Schachner,@wineschach,88
6052,,,88
6053,Michael Schachner,@wineschach,88
6054,Michael Schachner,@wineschach,88
6055,,,88
6056,,,88
6057,Kerin O’Keefe,@kerinokeefe,89
6058,Roger Voss,@vossroger,89
6059,Anna Lee C. Iijima,,89
6060,Mike DeSimone,@worldwineguys,89
6061,Sean P. Sullivan,@wawinereport,89
6062,Sean P. Sullivan,@wawinereport,89
6063,Anna Lee C. Iijima,,89
6064,Kerin O’Keefe,@kerinokeefe,89
6065,Michael Schachner,@wineschach,89
6066,Kerin O’Keefe,@kerinokeefe,89
6067,Kerin O’Keefe,@kerinokeefe,89
6068,Kerin O’Keefe,@kerinokeefe,89
6069,Kerin O’Keefe,@kerinokeefe,89
6070,Jim Gordon,@gordone_cellars,89
6071,Roger Voss,@vossroger,89
6072,Virginie Boone,@vboone,89
6073,Matt Kettmann,@mattkettmann,89
6074,Sean P. Sullivan,@wawinereport,89
6075,Kerin O’Keefe,@kerinokeefe,89
6076,Michael Schachner,@wineschach,89
6077,Kerin O’Keefe,@kerinokeefe,89
6078,Matt Kettmann,@mattkettmann,89
6079,Anne Krebiehl MW,@AnneInVino,89
6080,Michael Schachner,@wineschach,89
6081,Kerin O’Keefe,@kerinokeefe,89
6082,Kerin O’Keefe,@kerinokeefe,89
6083,Sean P. Sullivan,@wawinereport,89
6084,Sean P. Sullivan,@wawinereport,89
6085,Mike DeSimone,@worldwineguys,89
6086,Mike DeSimone,@worldwineguys,89
6087,Jim Gordon,@gordone_cellars,87
6088,Michael Schachner,@wineschach,87
6089,Virginie Boone,@vboone,87
6090,Virginie Boone,@vboone,87
6091,Michael Schachner,@wineschach,87
6092,Michael Schachner,@wineschach,87
6093,Sean P. Sullivan,@wawinereport,87
6094,Virginie Boone,@vboone,87
6095,Kerin O’Keefe,@kerinokeefe,87
6096,Michael Schachner,@wineschach,87
6097,Michael Schachner,@wineschach,87
6098,Kerin O’Keefe,@kerinokeefe,87
6099,Roger Voss,@vossroger,87
6100,Roger Voss,@vossroger,87
6101,Kerin O’Keefe,@kerinokeefe,87
6102,Roger Voss,@vossroger,87
6103,Roger Voss,@vossroger,87
6104,Roger Voss,@vossroger,87
6105,Roger Voss,@vossroger,87
6106,Roger Voss,@vossroger,87
6107,Roger Voss,@vossroger,87
6108,Roger Voss,@vossroger,87
6109,Roger Voss,@vossroger,87
6110,Roger Voss,@vossroger,87
6111,Virginie Boone,@vboone,87
6112,Kerin O’Keefe,@kerinokeefe,87
6113,Virginie Boone,@vboone,87
6114,Jeff Jenssen,@worldwineguys,87
6115,Roger Voss,@vossroger,87
6116,Virginie Boone,@vboone,87
6117,Matt Kettmann,@mattkettmann,92
6118,Paul Gregutt,@paulgwine ,92
6119,Michael Schachner,@wineschach,92
6120,Michael Schachner,@wineschach,92
6121,Kerin O’Keefe,@kerinokeefe,92
6122,Mike DeSimone,@worldwineguys,92
6123,Sean P. Sullivan,@wawinereport,92
6124,Paul Gregutt,@paulgwine ,92
6125,Paul Gregutt,@paulgwine ,92
6126,Paul Gregutt,@paulgwine ,92
6127,Virginie Boone,@vboone,92
6128,Matt Kettmann,@mattkettmann,92
6129,Roger Voss,@vossroger,92
6130,Roger Voss,@vossroger,92
6131,Paul Gregutt,@paulgwine ,92
6132,Matt Kettmann,@mattkettmann,92
6133,Roger Voss,@vossroger,92
6134,Kerin O’Keefe,@kerinokeefe,92
6135,Virginie Boone,@vboone,92
6136,Roger Voss,@vossroger,92
6137,Roger Voss,@vossroger,92
6138,Kerin O’Keefe,@kerinokeefe,92
6139,Virginie Boone,@vboone,92
6140,Kerin O’Keefe,@kerinokeefe,92
6141,Matt Kettmann,@mattkettmann,92
6142,Matt Kettmann,@mattkettmann,92
6143,Paul Gregutt,@paulgwine ,92
6144,Kerin O’Keefe,@kerinokeefe,92
6145,Matt Kettmann,@mattkettmann,92
6146,Virginie Boone,@vboone,92
6147,,,89
6148,Joe Czerwinski,@JoeCz,89
6149,Roger Voss,@vossroger,89
6150,Joe Czerwinski,@JoeCz,89
6151,Paul Gregutt,@paulgwine ,89
6152,Roger Voss,@vossroger,89
6153,Joe Czerwinski,@JoeCz,89
6154,Joe Czerwinski,@JoeCz,89
6155,Michael Schachner,@wineschach,89
6156,Joe Czerwinski,@JoeCz,89
6157,,,89
6158,,,89
6159,,,89
6160,,,89
6161,Roger Voss,@vossroger,89
6162,Roger Voss,@vossroger,89
6163,,,89
6164,Paul Gregutt,@paulgwine ,89
6165,Roger Voss,@vossroger,89
6166,Paul Gregutt,@paulgwine ,89
6167,Joe Czerwinski,@JoeCz,89
6168,Roger Voss,@vossroger,89
6169,Roger Voss,@vossroger,89
6170,Virginie Boone,@vboone,87
6171,Sean P. Sullivan,@wawinereport,87
6172,Anna Lee C. Iijima,,87
6173,Michael Schachner,@wineschach,87
6174,Kerin O’Keefe,@kerinokeefe,87
6175,Kerin O’Keefe,@kerinokeefe,87
6176,Michael Schachner,@wineschach,87
6177,Anna Lee C. Iijima,,87
6178,Jim Gordon,@gordone_cellars,87
6179,Roger Voss,@vossroger,87
6180,Lauren Buzzeo,@laurbuzz,87
6181,Lauren Buzzeo,@laurbuzz,87
6182,Matt Kettmann,@mattkettmann,87
6183,Michael Schachner,@wineschach,87
6184,Michael Schachner,@wineschach,87
6185,Matt Kettmann,@mattkettmann,87
6186,Michael Schachner,@wineschach,87
6187,Kerin O’Keefe,@kerinokeefe,87
6188,Matt Kettmann,@mattkettmann,87
6189,Anna Lee C. Iijima,,87
6190,Jim Gordon,@gordone_cellars,87
6191,Kerin O’Keefe,@kerinokeefe,87
6192,Sean P. Sullivan,@wawinereport,87
6193,Roger Voss,@vossroger,87
6194,Roger Voss,@vossroger,87
6195,Kerin O’Keefe,@kerinokeefe,87
6196,Roger Voss,@vossroger,87
6197,Sean P. Sullivan,@wawinereport,87
6198,Anna Lee C. Iijima,,87
6199,Anna Lee C. Iijima,,87
6200,Michael Schachner,@wineschach,85
6201,Alexander Peartree,,85
6202,Roger Voss,@vossroger,85
6203,Roger Voss,@vossroger,85
6204,Jim Gordon,@gordone_cellars,85
6205,Michael Schachner,@wineschach,85
6206,Michael Schachner,@wineschach,85
6207,Roger Voss,@vossroger,85
6208,Alexander Peartree,,85
6209,Roger Voss,@vossroger,85
6210,Paul Gregutt,@paulgwine ,85
6211,Virginie Boone,@vboone,85
6212,Alexander Peartree,,85
6213,Jim Gordon,@gordone_cellars,85
6214,Roger Voss,@vossroger,85
6215,Roger Voss,@vossroger,85
6216,Virginie Boone,@vboone,85
6217,Roger Voss,@vossroger,85
6218,Paul Gregutt,@paulgwine ,85
6219,Roger Voss,@vossroger,85
6220,Alexander Peartree,,85
6221,Paul Gregutt,@paulgwine ,85
6222,Virginie Boone,@vboone,85
6223,Roger Voss,@vossroger,85
6224,Virginie Boone,@vboone,85
6225,Roger Voss,@vossroger,85
6226,Roger Voss,@vossroger,85
6227,Roger Voss,@vossroger,85
6228,Roger Voss,@vossroger,85
6229,Roger Voss,@vossroger,85
6230,Kerin O’Keefe,@kerinokeefe,90
6231,Kerin O’Keefe,@kerinokeefe,90
6232,Kerin O’Keefe,@kerinokeefe,90
6233,Roger Voss,@vossroger,90
6234,Virginie Boone,@vboone,90
6235,Paul Gregutt,@paulgwine ,90
6236,Matt Kettmann,@mattkettmann,90
6237,Matt Kettmann,@mattkettmann,90
6238,Roger Voss,@vossroger,90
6239,Roger Voss,@vossroger,90
6240,Roger Voss,@vossroger,90
6241,Anna Lee C. Iijima,,90
6242,Jim Gordon,@gordone_cellars,90
6243,Kerin O’Keefe,@kerinokeefe,90
6244,Michael Schachner,@wineschach,90
6245,Anna Lee C. Iijima,,90
6246,Michael Schachner,@wineschach,90
6247,Virginie Boone,@vboone,90
6248,Paul Gregutt,@paulgwine ,90
6249,Roger Voss,@vossroger,90
6250,Kerin O’Keefe,@kerinokeefe,90
6251,Roger Voss,@vossroger,90
6252,Kerin O’Keefe,@kerinokeefe,90
6253,Roger Voss,@vossroger,90
6254,Roger Voss,@vossroger,90
6255,Roger Voss,@vossroger,90
6256,Virginie Boone,@vboone,90
6257,Virginie Boone,@vboone,90
6258,Virginie Boone,@vboone,90
6259,Kerin O’Keefe,@kerinokeefe,90
6260,Paul Gregutt,@paulgwine ,95
6261,,,95
6262,Paul Gregutt,@paulgwine ,95
6263,,,95
6264,,,95
6265,,,95
6266,Virginie Boone,@vboone,94
6267,Paul Gregutt,@paulgwine ,94
6268,Paul Gregutt,@paulgwine ,94
6269,,,94
6270,,,94
6271,,,94
6272,Anna Lee C. Iijima,,94
6273,Paul Gregutt,@paulgwine ,94
6274,Paul Gregutt,@paulgwine ,94
6275,,,94
6276,,,94
6277,,,94
6278,Paul Gregutt,@paulgwine ,94
6279,,,94
6280,,,94
6281,Paul Gregutt,@paulgwine ,94
6282,,,94
6283,,,94
6284,,,94
6285,,,94
6286,,,84
6287,Michael Schachner,@wineschach,84
6288,,,84
6289,Roger Voss,@vossroger,84
6290,Roger Voss,@vossroger,84
6291,Roger Voss,@vossroger,84
6292,,,84
6293,,,84
6294,,,84
6295,Michael Schachner,@wineschach,84
6296,,,84
6297,Roger Voss,@vossroger,84
6298,,,84
6299,,,84
6300,,,84
6301,Kerin O’Keefe,@kerinokeefe,84
6302,Roger Voss,@vossroger,83
6303,Roger Voss,@vossroger,83
6304,Roger Voss,@vossroger,83
6305,Virginie Boone,@vboone,83
6306,Virginie Boone,@vboone,83
6307,,,83
6308,Kerin O’Keefe,@kerinokeefe,83
6309,Kerin O’Keefe,@kerinokeefe,83
6310,Michael Schachner,@wineschach,83
6311,,,83
6312,Virginie Boone,@vboone,83
6313,Virginie Boone,@vboone,83
6314,Kerin O’Keefe,@kerinokeefe,83
6315,Kerin O’Keefe,@kerinokeefe,92
6316,Roger Voss,@vossroger,92
6317,Roger Voss,@vossroger,92
6318,Virginie Boone,@vboone,92
6319,Sean P. Sullivan,@wawinereport,91
6320,Roger Voss,@vossroger,91
6321,Kerin O’Keefe,@kerinokeefe,91
6322,Sean P. Sullivan,@wawinereport,91
6323,,,91
6324,Anne Krebiehl MW,@AnneInVino,91
6325,Anne Krebiehl MW,@AnneInVino,91
6326,Paul Gregutt,@paulgwine ,91
6327,Paul Gregutt,@paulgwine ,91
6328,Lauren Buzzeo,@laurbuzz,91
6329,Lauren Buzzeo,@laurbuzz,91
6330,Matt Kettmann,@mattkettmann,91
6331,Anne Krebiehl MW,@AnneInVino,91
6332,,,91
6333,,,91
6334,Roger Voss,@vossroger,91
6335,Roger Voss,@vossroger,91
6336,Anne Krebiehl MW,@AnneInVino,91
6337,Kerin O’Keefe,@kerinokeefe,91
6338,Roger Voss,@vossroger,91
6339,Matt Kettmann,@mattkettmann,91
6340,Matt Kettmann,@mattkettmann,91
6341,Jim Gordon,@gordone_cellars,91
6342,Virginie Boone,@vboone,91
6343,Michael Schachner,@wineschach,91
6344,Matt Kettmann,@mattkettmann,91
6345,Jim Gordon,@gordone_cellars,93
6346,Matt Kettmann,@mattkettmann,93
6347,Anna Lee C. Iijima,,93
6348,Roger Voss,@vossroger,93
6349,Sean P. Sullivan,@wawinereport,93
6350,Virginie Boone,@vboone,93
6351,Kerin O’Keefe,@kerinokeefe,93
6352,Paul Gregutt,@paulgwine ,93
6353,Roger Voss,@vossroger,93
6354,Virginie Boone,@vboone,93
6355,Kerin O’Keefe,@kerinokeefe,93
6356,Kerin O’Keefe,@kerinokeefe,93
6357,Roger Voss,@vossroger,93
6358,Matt Kettmann,@mattkettmann,93
6359,Joe Czerwinski,@JoeCz,93
6360,Kerin O’Keefe,@kerinokeefe,93
6361,Virginie Boone,@vboone,93
6362,Roger Voss,@vossroger,93
6363,Roger Voss,@vossroger,93
6364,Kerin O’Keefe,@kerinokeefe,93
6365,Jim Gordon,@gordone_cellars,93
6366,Matt Kettmann,@mattkettmann,93
6367,Michael Schachner,@wineschach,93
6368,Kerin O’Keefe,@kerinokeefe,93
6369,Kerin O’Keefe,@kerinokeefe,93
6370,Sean P. Sullivan,@wawinereport,93
6371,Roger Voss,@vossroger,93
6372,Roger Voss,@vossroger,93
6373,Joe Czerwinski,@JoeCz,93
6374,Roger Voss,@vossroger,87
6375,Kerin O’Keefe,@kerinokeefe,87
6376,Lauren Buzzeo,@laurbuzz,87
6377,Roger Voss,@vossroger,87
6378,Matt Kettmann,@mattkettmann,87
6379,Michael Schachner,@wineschach,87
6380,Lauren Buzzeo,@laurbuzz,87
6381,Jim Gordon,@gordone_cellars,86
6382,Jim Gordon,@gordone_cellars,86
6383,Virginie Boone,@vboone,86
6384,Roger Voss,@vossroger,86
6385,Sean P. Sullivan,@wawinereport,86
6386,Roger Voss,@vossroger,86
6387,Kerin O’Keefe,@kerinokeefe,86
6388,Roger Voss,@vossroger,86
6389,Roger Voss,@vossroger,86
6390,Roger Voss,@vossroger,86
6391,Roger Voss,@vossroger,86
6392,Jim Gordon,@gordone_cellars,86
6393,Anna Lee C. Iijima,,86
6394,Michael Schachner,@wineschach,86
6395,Lauren Buzzeo,@laurbuzz,86
6396,Michael Schachner,@wineschach,86
6397,Kerin O’Keefe,@kerinokeefe,86
6398,Michael Schachner,@wineschach,86
6399,Roger Voss,@vossroger,86
6400,Roger Voss,@vossroger,86
6401,Jim Gordon,@gordone_cellars,86
6402,Jim Gordon,@gordone_cellars,86
6403,Lauren Buzzeo,@laurbuzz,86
6404,,,85
6405,,,85
6406,,,85
6407,Roger Voss,@vossroger,85
6408,Roger Voss,@vossroger,85
6409,,,85
6410,,,85
6411,,,85
6412,Joe Czerwinski,@JoeCz,85
6413,Susan Kostrzewa,@suskostrzewa,85
6414,Joe Czerwinski,@JoeCz,85
6415,,,85
6416,,,85
6417,Lauren Buzzeo,@laurbuzz,85
6418,Susan Kostrzewa,@suskostrzewa,85
6419,Susan Kostrzewa,@suskostrzewa,85
6420,,,85
6421,,,85
6422,Paul Gregutt,@paulgwine ,85
6423,Roger Voss,@vossroger,96
6424,,,96
6425,Roger Voss,@vossroger,96
6426,Roger Voss,@vossroger,96
6427,Roger Voss,@vossroger,96
6428,Roger Voss,@vossroger,96
6429,Roger Voss,@vossroger,95
6430,Roger Voss,@vossroger,95
6431,,,95
6432,,,95
6433,Roger Voss,@vossroger,95
6434,Roger Voss,@vossroger,95
6435,Roger Voss,@vossroger,95
6436,,,95
6437,Michael Schachner,@wineschach,95
6438,Roger Voss,@vossroger,95
6439,,,95
6440,Roger Voss,@vossroger,95
6441,Roger Voss,@vossroger,95
6442,Roger Voss,@vossroger,95
6443,Roger Voss,@vossroger,95
6444,Roger Voss,@vossroger,95
6445,,,95
6446,Roger Voss,@vossroger,95
6447,Roger Voss,@vossroger,94
6448,,,94
6449,Roger Voss,@vossroger,94
6450,,,94
6451,Paul Gregutt,@paulgwine ,91
6452,,,91
6453,Roger Voss,@vossroger,91
6454,,,91
6455,Paul Gregutt,@paulgwine ,91
6456,Paul Gregutt,@paulgwine ,91
6457,Paul Gregutt,@paulgwine ,91
6458,,,91
6459,Roger Voss,@vossroger,91
6460,Roger Voss,@vossroger,91
6461,Paul Gregutt,@paulgwine ,91
6462,Paul Gregutt,@paulgwine ,91
6463,,,91
6464,Michael Schachner,@wineschach,91
6465,Anna Lee C. Iijima,,91
6466,,,91
6467,Paul Gregutt,@paulgwine ,91
6468,Roger Voss,@vossroger,91
6469,,,91
6470,Roger Voss,@vossroger,91
6471,,,91
6472,,,91
6473,Paul Gregutt,@paulgwine ,91
